Impact_group	Impact_term_NL	Impact_term_EN	Condition	Neg-filter	Category	Comments	Comments			Valid cats
adjective_term_reader_related	geboeid	interested	@character		N					
adjective_term_reader_related	geboeid	interested	@plot		N					
adjective_term_book_related	interessant	interesting	@general		A					
adjective_term_book_related	boeiend	interesting	@plot		N					
adjective_term_book_related	interessant	interesting	@character		N					
adjective_term_book_related	interessant	interesting	@topic		R					
adjective_term_book_related	interessant	interesting	@style		S					
adjective_term_book_related		intricate	@character		N					
adjective_term_book_related		intricate	@plot		N					
adjective_term_book_related		intricate	@style		S					
adjective_term_book_related		intricate	@topic		R					
verb_term	intrigeren	intrigue			N					
adjective_term_reader_related	geïntrigeerd	intrigued			N					
adjective_term_book_related	intrigerend	intriguing			N					
adjective_term_book_related		intriguing	@topic		R					
adjective_term_book_related	intrigerend	intriguing	@style		S					
adverb_term_book_related		intriguingly	@style		S					
adjective_term_book_related	vindingrijk	inventive	@plot		N					
adjective_term_book_related	vindingrijk	inventive	@style		S					
adjective_term_book_related	vindingrijk	inventive			A					
verb_continuous_phrase		involve (me|you|reader)			N					
adjective_term_book_related	ironisch	ironic			H					
noun_term_reader_related	ironie	irony			H					
verb_term	irriteren	irritate	@reader		Neg					
adjective_term_reader_related	geirriteerd	irritated	@reader		Neg					
adjective_term_book_related		irritating			Neg					
noun_term_reader_related	irritatie	irritation	@reader		Neg					
verb_term		jar			Neg					
adjective_term_book_related		jarring			Neg					
other		joking			H					
noun_term_book_related		jolt			Sur					
verb_term		jolt			Sur					
noun_term_reader_related	plezier	joy			A					
adjective_term_book_related		joyful			A					
adjective_term_book_related	sappig	juicy			A					
noun_term_book_related	gemis	lack	@plot		Neg					
noun_term_book_related	gemis	lack	@character		Neg					
noun_term_book_related	gemis	lack	@style		Neg					
noun_term_book_related	gemis	lack	@topic		Neg					
adjective_term_book_related		lacking			Neg					
adjective_term_book_related	flauw	lame			Neg					
noun_continuous_phrase	taalgebruik	language (use|uses|used)			S					
verb_term	lachen	laugh	@reader		H					
noun_term_reader_related	lach	laugh			H					
verb_continuous_phrase		laugh out loud			H					
adjective_term_book_related	gelaagd	layered			R					
verb_continuous_phrase	leidt je	leads you			N					
noun_term_book_related	afknapper	letdown			Neg					
noun_continuous_phrase	levensles	life lesson			R					
adjective_term_book_related	levendig	lifelike	@character		N					
adjective_term_book_related	levendig	lifelike	@plot		N					
adjective_term_book_related	levensecht	lifelike			A					
adjective_term_book_related	luchtig	light	@style		S					
noun_continuous_phrase		light read			A					
adjective_term_book_related		lighthearted			A					
verb_term	bevallen	like	@general		A					
verb_term	bevallen	like	@character		N					
verb_term	bevallen	like	@plot		N					
verb_term	bevallen	like	@topic		R					
verb_term	bevallen	like	@style		S					
adjective_term_book_related	literair	literary	@style		S					
adjective_term_book_related	levendig	lively			A					
adjective_term_book_related	levendig	lively	@character		N					
adjective_term_book_related	levendig	lively	@plot		N					
adjective_term_book_related	levendig	lively	@style		S					
noun_term_book_related		loathing	%self	y	A					
adjective_term_book_related	langdradig	long-winded			Neg					
noun_continuous_phrase		loud laugh			H					
adjective_term_book_related	liefelijk	lovely	@general		A					
adjective_term_book_related	liefelijk	lovely	@plot		N					
adjective_term_book_related	liefelijk	lovely	@character		N					
adjective_term_book_related	liefelijk	lovely	@style		S					
adjective_term_book_related		lucid			S					
adjective_term_book_related		ludicrous			Neg					
adjective_term_book_related	lyrisch	lyrical			S					
adjective_term_book_related	macaber	macabre			A					
adjective_term_reader_related		mad	@reader		Neg					
adjective_term_book_related	magisch	magical	@plot		A					
adjective_term_book_related	magisch	magical	@general		A					
adjective_term_book_related	prachtig	magnificent			A					
verb_continuous_phrase		makes (me|you|reader) laugh			H					
verb_discontinuous_phrase		makes (me|you|reader) sad			A					
verb_discontinuous_phrase	(moet) (diep|goed|lang|veel) (nadenken)	makes (me|you|reader) think			R					
noun_term_book_related		masterpiece			A					
adjective_term_book_related	betekenisvol	meaningful			R					
adjective_term_book_related	matig	mediocre			Neg					
noun_continuous_phrase		meditation on			R					
other		meh			Neg					
adjective_term_book_related	melodieus	melodious			S					
noun_term_book_related	melodramatisch	melodrama			Neg					
adjective_term_book_related	melodramatisch	melodramatic			Neg					
adjective_term_book_related		memorable	@character		N					
adjective_term_book_related		memorable			A					
noun_term_book_related	boodschap	message			R					
noun_term_book_related	metafoor	metaphor			Neu					
adjective_term_book_related	wonderbaarlijk	miraculous	@plot		N					
adjective_term_book_related	ellendig	miserable			A					
noun_term_book_related	ellende	misery			A					
adjective_term_book_related		modern	@style		S					
verb_continuous_phrase		modernly (written|phrased)			S					
adjective_term_book_related	eentonig	monotonous			Neg					
adjective_term_book_related	zwaarmoedig	moody	@general		A					
noun_term_book_related		moral	@topic		R					
adjective_term_book_related	morbide	morbid			A					
adjective_term_book_related	ontroerend	moving			A					
adjective_term_book_related	aangrijpend	moving	@plot		N					
adjective_term_book_related	ontroerend	moving	@character		N					
adjective_term_book_related	ontroerend	moving	@style		S					
verb_term	mijmeren	muse	@reader		R					
adjective_term_book_related	mijmerend	musing			R					
other_continous_phrase		must-read			A					
adjective_term_book_related	mysterieus	mysterious			N					
adjective_term_book_related	akelig	nasty			A					
adjective_term_reader_related	zenuwachtig	nervous			A					
noun_term_book_related		new (idea|ideas)			R					
adjective_term_book_related	fijn	nice	@general		A					
adjective_term_book_related	fijn	nice	@character		N					
adjective_term_book_related	fijn	nice	@plot		N					
adjective_term_book_related	fijn	nice	@topic		R					
adjective_term_book_related	fijn	nice	@style		S					
other		nicely	@style		S					
noun_term_reader_related	nostalgie	nostalgia			A					
adjective_term_reader_related	nostalgisch	nostalgic			A					
verb_continuous_phrase	stoppen met lezen	not (quit|stop) reading			Att					
verb_continuous_phrase	stoppen met lezen	not (quit|stop) reading			A					
noun_continuous_phrase	geen fan van	not a fan of			Neg					
noun_term_book_related	nuance	nuance			R					
adjective_term_book_related	genuanceerd	nuanced			R					
adjective_term_book_related	gevoelloos	numb			A					
verb_continuous_phrase	bezig houden	occupy	@reader		A					
adjective_term_book_related		odd	%at	y	Neg					
adjective_term_book_related		odd	%at	y	R					
adjective_term_book_related		offensive	@reader		Neg					
adjective_term_book_related		old-fashioned			Neg					
noun_continuous_phrase	op het puntje van (me|mijn|m'n|je) stoel	on the edge of (my|your) seat			Att					
noun_continuous_phrase	op het puntje van (me|mijn|m'n|je) stoel	on the edge of (my|your) seat			A					
noun_continuous_phrase	eendimensionaal	one-dimensional			Neg					
adjective_term_book_related	beklemmend	oppressive	@general		Neg					
adjective_term_book_related	optimistisch	optimistic			A					
adjective_term_book_related	origineel	original	%language	y	A					
adjective_term_book_related	origineel	original	@plot		N					
adjective_term_book_related		original	@character		N					
adjective_term_book_related	origineel	original	%(style|wording|phrasing|tone|language)		S					
adjective_term_book_related		outlandish			H					
adjective_term_book_related		outstanding	@plot		N					
adjective_term_book_related		outstanding	@character		N					
adjective_term_book_related		outstanding	@style		S					
adjective_term_book_related		outstanding			A					
noun_continuous_phrase	over the top	over the top			Neg					
verb_term	overdenken	overthink			R					
verb_term	overrompelen	overwhelm	@reader		A					
adjective_term_reader_related	overdonderd	overwhelmed	@reader		A					
adjective_term_book_related	overweldigend	overwhelming			A					
noun_term_book_related	tempo	pace	@plot		N					
noun_term_book_related	tempo	pace	@style		S					
adjective_term_book_related	pijnlijk	painful			A					
adjective_term_book_related	pijnlijk	painful	@plot		N					
adjective_term_book_related		painful	@character		N					
noun_term_book_related		peek			N					
noun_term_reader_related		peeve			Neg					
verb_term		perceive			R					
adjective_term_book_related	perfect	perfect	@general		A					
adjective_term_book_related	perfect	perfect	@plot		N					
adjective_term_book_related	perfect	perfect	@style		S					
adjective_term_book_related	perfect	perfect	@style		S					
noun_term_book_related	perfectie	perfection			A					
adverb_term_book_related	perfect	perfectly	@style		S					
verb_term		perplex			Sur					
adjective_term_reader_related	perplex	perplexed			Sur					
adjective_term_book_related		perplexing			Sur					
noun_term_book_related	perspectief	perspective	%(shift|switch|change)		Neu					
adjective_term_book_related		phenomenal	@plot		N					
adjective_term_book_related		phenomenal	@style		S					
adjective_term_book_related		phenomenal			A					
adjective_term_book_related	filosofisch	philosophical			R					
noun_term_book_related	levensbeschouwing	philosophy			R					
verb_term	verwoorden	phrase			Neu					
adjective_term_book_related	geformuleerd	phrased			Neu					
noun_term_book_related	formulering	phrasing			Neu					
noun_term_book_related		picture	%book	y	N					
verb_term	voor (me|mij|je) (zien|ziet|zag)	picture	@reader		N					
adjective_term_book_related	zielig	pitiful			A					
adjective_term_book_related		plausible			R					
adjective_term_book_related	aangenaam	pleasant			A					
adjective_term_book_related	fijn	pleasant	@plot		N					
adjective_term_reader_related		pleased	@reader		A					
adjective_term_book_related	prettig	pleasing			A					
adjective_term_book_related		pleasurable			A					
noun_term_book_related	genoegen	pleasure	@reader		A					
adverb_term_book_related		poetically			S					
adjective_term_book_related		pompous			Neg					
verb_term_reader_related		ponder	@reader		R					
other		poorly	%(plotted|exectured|developed|edited|done|constructed|researched|thought|drawn|handled|explained|translated|told|organized|conceived|paced|crafted|structured|presented)		Neg					
adjective_term_reader_related	krachtig	powerful			A					
adjective_term_reader_related	krachtig	powerful	@plot		N					
adjective_term_reader_related	krachtig	powerful	@character		N					
adjective_term_reader_related	krachtig	powerful	@style		S					
adverb_term_book_related		powerfully	@style		S					
adjective_term_book_related		preachy			Neg					
adjective_term_book_related	voorspelbaar	predictable			Neg					
adjective_term_book_related		pretentious			Neg					
adjective_term_book_related		pretty			S					
noun_term_book_related	problematiek	problem			R					
adjective_term_book_related	diepgaand	profound			R					
noun_term_reader_related	diepzinnigheid	profundity			R					
adjective_term_book_related	veelbelovend	promising			A					
adjective_term_book_related	prikkelend	provocative			A					
verb_term	prikkelen	provoke			R					
adjective_term_book_related		puerile			Neg					
noun_term_book_related		pun	%intended	y	H					
noun_term_book_related		punctuation			Neu					
noun_continuous_phrase		purple prose			Neg					
verb_discontinuous_phrase	wegleggen	put it (away|down)			Att					
verb_discontinuous_phrase	wegleggen	put it (away|down)			A					
adjective_term_book_related	raadselachtig	puzzling			R					
adjective_term_book_related	hoogstaand	quality			A					
adjective_term_book_related	hoogstaand	quality	@style		S					
verb_discontinuous_phrase	(jammer|vreselijk|spijt|speet|snel) (uit was)	quickly finished			Att					
adjective_term_book_related	eigenzinnig	quirky	@character		N					
adjective_term_book_related	eigenzinnig	quirky	@style		S					
adjective_term_book_related	eigenzinnig	quirky			A					
adjective_term_book_related	pikant	racy			A					
adjective_term_book_related		rambling	@reader	y	Neg					
adjective_term_book_related		raw			A					
verb_discontinuous_phrase	(in) (één|een|1) (adem|avond|dag|keer|middag|ruk|stuk|zucht) (gelezen|uitgelezen|uit)	read in one (go|sitting|night|day)			Att					
verb_discontinuous_phrase	(in) (één|een|1) (adem|avond|dag|keer|middag|ruk|stuk|zucht) (gelezen|uitgelezen|uit)	read in one (go|sitting|night|day)			A					
adjective_term_book_related	leesbaar	readable			S					
noun_continuous_phrase	leesplezier	reading pleasure			A					
adjective_term_book_related	realistisch	realistic	@plot		N					
adjective_term_book_related	realistisch	realistic	@character		N					
adjective_term_book_related	realistisch	realistic			A					
noun_term_reader_related	herkenning	recognition	@reader		A					
verb_term	aanraden	recommend			A					
noun_continuous_phrase		red herring			N					
		redeeming qualit*			N					
verb_term_reader_related		reflect	@reader		R					
noun_term_reader_related	overdenking	reflection			R					
adjective_term_book_related	bespiegelend	reflective			R					
adjective_term_book_related		reflexive			R					
adjective_term_book_related	verfrissend	refreshing			A					
verb_term_reader_related	spijt	regret	@reader		A					
other	helaas	regrettably			Neg					
adjective_term_book_related	ontspannend	relaxing			A					
adjective_term_book_related	opvallend	remarkable			A					
adjective_term_book_related	apart	remarkable	@plot		N					
adjective_term_book_related	apart	remarkable	@character		N					
adjective_term_book_related		remarkable	@general		R					
adjective_term_book_related	opmerkelijk	remarkable	@style		S					
adverb_term_book_related		remarkably	@style		S					
verb_term	terugdenken aan	remember	%(don't|can't)	y	R					
adjective_term_book_related	repetitief	repetitive			Neg					
adjective_term_book_related	afstotelijk	repulsive			A					
verb_continuous_phrase		required reading			A					
verb_term	resoneren	resonate			R					
adjective_term_reader_related	onrustig	restless	@reader		A					
verb_term		reveal			Sur					
noun_term_book_related		reveal			Sur					
adjective_term_book_related		rewarding			A					
noun_term_book_related	ritme	rhythm			S					
adjective_term_book_related	ritmisch	rhythmic			S					
adjective_term_book_related		ridiculous			H					
adjective_term_book_related		ridiculous	@style		S					
adjective_term_book_related		riveting			Att					
adjective_term_book_related		riveting			A					
adjective_term_book_related		riveting	@plot		N					
adjective_term_book_related		riveting	@character		N					
adjective_term_book_related		riveting	@style		S					
verb_continuous_phrase	bescheuren	roar	%(laugh|laughing|laughter)		H					
adjective_term_book_related	romantisch	romantic			N					
adjective_term_book_related	triest	sad			A					
adjective_term_book_related	triest	sad	@character		N					
adjective_term_book_related	triest	sad	@plot		N					
noun_term		sadness			A					
noun_term_book_related	verdriet	sadness	@reader		N					
adjective_term_book_related		sappy			Neg					
noun_term_reader_related	sarcasme	sarcasm			H					
adjective_term_book_related	sarcastisch	sarcastic			H					
adjective_term_book_related		sassy			A					
noun_term_book_related	satire	satire			H					
adjective_term_book_related	satirisch	satirical			H					
noun_term_reader_related	tevredenheid	satisfaction			A					
adjective_term_reader_related	tevreden	satisfied			A					
adjective_term_book_related	bevredigend	satisfying			A					
verb_term	afschrikken	scare off			A					
adjective_term_reader_related	bang	scared			A					
adjective_term_book_related	eng	scary			N					
noun_term_book_related	sensatie	sensation			A					
adjective_term_book_related	sensationeel	sensational			A					
noun_continuous_phrase	besef van tijd	sense of time			N					
adjective_term_book_related	gevoelig	sensitive	@style		S					
noun_term_book_related	fijngevoeligheid	sensitivity			A					
noun_continuous_phrase	zinsbouw	sentence structure			S					
noun_continuous_phrase	zinsgebruik	sentence use			S					
noun_term_reader_related	sentiment	sentiment			A					
adjective_term_book_related	sentimenteel	sentimental			A					
adjective_term_book_related		shallow	@plot		Neg					
adjective_term_book_related		shallow	@character		Neg					
adjective_term_book_related	scherp	sharp	@style		S					
adverb_term_book_related		sharply	@style		S					
verb_term	schokken	shock			Sur					
adjective_term_reader_related	geschokt	shocked			Sur					
adjective_term_book_related	schokkend	shocking			A					
adjective_term_book_related	schokkend	shocking	@plot		Sur					
adjective_term_book_related	beknopt	short	%story	y	S					
adjective_term_book_related	beknopt	short	@style		S					
noun_term_book_related		shortcoming			Neg					
adjective_term_book_related		sickening			A					
adjective_term_book_related		signature	@style		S					
adjective_term_book_related		silly			A					
noun_term_book_related		simile			Neu					
adjective_term_reader_related	oprecht	sincere			R					
adjective_term_reader_related	oprecht	sincere			A					
adjective_term_book_related		sinister			A					
noun_term_reader_related	scepsis	skepticism	@reader		Neg					
noun_term_book_related		skill	@author		A					
adjective_term_book_related		skilled	@author		A					
verb_term		skim	@reader		Neg					
verb_term		skip	@reader		Neg					
adjective_term_book_related	slordig	sloppy			Neg					
adjective_term_book_related	traag	slow	%burn	y	Neg					
adjective_term_book_related		smart	@style		H					
verb_term	glimlachen	smile			H					
noun_term_reader_related	glimlach	smile			H					
adjective_term_book_related	vlot	smooth	@style		S					
adverb_term_book_related		smoothly	@style		S					
verb_term	gniffelen	snigger			H					
noun_continuous_phrase		social commentary			R					
other_continuous_phrase	maatschappijkritisch	socially critical			R					
noun_continuous_phrase	moois	something beautiful			S					
noun_continuous_phrase		something light			N					
noun_continuous_phrase	speciaals	something special			A					
adjective_term_book_related	klankrijk	sonorous			S					
adjective_term_book_related	rustgevend	soothing			A					
noun_term_book_related	verdriet	sorrow			A					
noun_term_book_related	verdriet	sorrow	@reader		N					
adjective_term_book_related	bijzonder	special	@general		A					
adjective_term_book_related	bijzonder	special	@style		S					
adjective_term_book_related	spectaculair	spectacular	@plot		N					
adjective_term_book_related	spectaculair	spectacular			A					
adjective_term_reader_related	sprakeloos	speechless	@reader		A					
adjective_term_book_related		spellbinding			Att					
adjective_term_book_related		spellbinding			N					
adjective_term_reader_related		spellbound			Att					
adjective_term_reader_related		spellbound			N					
adjective_term_book_related	gekruid	spicy			A					
adjective_term_book_related	schitterend	splendid			A					
adjective_term_book_related	schitterend	splendid	@plot		N					
adjective_term_book_related	schitterend	splendid	@style		S					
adverb_term_book_related		splendidly	@style		S					
adjective_term_book_related		spooky			N					
noun_term_book_related	pit	spunk			A					
adjective_term_book_related		spunky			A					
adjective_term_book_related		staggering			A					
verb_term		startle			Sur					
adjective_term_book_related	ontstellend	startling			Sur					
adjective_term_book_related		steamy			A					
noun_term_book_related	stereotyp	stereotype			Neg					
adjective_term_book_related	stereotiep	stereotypical			Neg					
adjective_term_book_related	hoogdravend	stilted			Neg					
verb_term	stimuleren	stimulate			R					
adjective_term_book_related	stimulerend	stimulating			A					
verb_term		stir	%pot	y	A					
verb_continuous_phrase	stoppen met lezen	stop reading			Att					
adjective_term_book_related		straightforward	@style		S					
adjective_term_book_related		strange			A					
adjective_term_book_related	apart	strange	@plot		N					
adjective_term_book_related	apart	strange	@character		N					
adjective_term_book_related		strange			R					
noun_continuous_phrase		stream-of-consciousness			Neu					
noun_term_book_related		strength			A					
adjective_term_book_related	treffend	striking			A					
adjective_term_book_related	treffend	striking	@character		N					
adjective_term_book_related		striking	@plot		N					
adjective_term_book_related		striking			R					
adjective_term_book_related	treffend	striking	@style		S					
adjective_term_book_related	overzichtelijk	structured			S					
verb_term	stomverbaasd	stun			Sur					
adjective_term_book_related	verbluffend	stunning	@plot		N					
adjective_term_book_related	verbluffend	stunning			A					
noun_term_book_related	stijl	style			S					
adjective_term_book_related	stijlvol	stylish	@style		S					
adjective_term_book_related	stilistisch	stylistic			S					
noun_term_book_related		subject			R					
adjective_term_book_related	subliem	sublime	@plot		N					
adjective_term_book_related	subliem	sublime	@style		S					
adjective_term_book_related	subliem	sublime			A					
verb_term	onderdompelen	submerge			N					
adjective_term_reader_related	ondergedompeld	submerged			N					
adjective_term_book_related	subtiel	subtle	@style		S					
noun_term_book_related	subtitliteit	subtlety			S					
verb_term		suck	%in	y	Neg					
adjective_term_book_related		superb	@style		S					
adjective_term_book_related		superb	@plot		N					
adjective_term_book_related		superb			A					
adjective_term_book_related	oppervlakkig	superficial			Neg					
noun_term_book_related	verrassing	surprise			Sur					
verb_term	verrassen	surprise			Sur					
verb_term	verbazen	surprise	@general		Sur					
verb_term	verrassen	surprise	@general		Sur					
verb_term	verbazen	surprise	@plot		Sur					
adjective_term_reader_related	verrast	surprised			Sur					
adjective_term_book_related	verrassend	surprising			Sur					
adjective_term_book_related	surrealistisch	surreal	@character		N					
adjective_term_book_related	surrealistisch	surreal	@plot		N					
adjective_term_book_related	surrealistisch	surreal	@style		S					
adjective_term_book_related	surrealistisch	surreal			A					
adjective_term_book_related		suspenseful			Att					
adjective_term_book_related		suspenseful			N					
adjective_term_book_related		sweet	@general		A					
adjective_term_book_related		sweet	@character		N					
adjective_term_book_related		sweet	@style		S					
adjective_term_book_related		sweet	@plot		N					
verb_continuous_phrase	meegenomen	swept away			N					
verb_continuous_phrase	meegenomen	swept away			N					
verb_term		swoon			A					
adjective_term_book_related		swoony			A					
adjective_term_book_related	sympathiek	sympathetic			A					
adjective_term_book_related	sympathiek	sympathetic	@character		N					
noun_term_reader_related	sympathie	sympathy			A					
noun_term_reader_related	sympathie	sympathy	@character		N					
noun_term_book_related		synonym			Neu					
noun_term_book_related		syntax			Neu					
verb_discontinuous_phrase	overrompeld	taken by surprise			Sur					
noun_term_book_related		talent	@author		A					
adjective_term_book_related		talented	@author		A					
adjective_term_book_related	voelbaar	tangible			N					
adjective_term_book_related	smakeloos	tasteless			Neg					
other		taxed	@reader		Neg					
adjective_term_book_related		tedious			Neg					
noun_term_book_related		tedium			Neg					
adjective_term_book_related	teder	tender			A					
noun_term_book_related	tederheid	tenderness			A					
adjective_term		tense			N					
noun_term_book_related	spanning	tension			N					
adjective_term_book_related	verschrikkelijk	terrible	@style		Neg					
adjective_term_book_related	verschrikkelijk	terrible			A					
adjective_term_book_related		terrific	@plot		N					
adjective_term_book_related		terrific	@character		N					
adjective_term_book_related		terrific	@style		S					
adjective_term_book_related		terrific			A					
adjective_term_reader_related	doodsbenauwd	terrified	@reader		A					
adjective_term_book_related	doodeng	terrifying			A					
verb_discontinuous_phrase	(het) (nadeel) (is|blijft)	the (disadvantage|drawback) (is|was|remains)			Neg					
verb_term_reader_related		think about	@reader		R					
noun_continuous_phrase		thought-provoking			R					
adjective_term_book_related	bedachtzaam	thoughtful	@style		S					
adjective_term_book_related	bedachtzaam	thoughtful			R					
noun_term_book_related		thrill			A					
adjective_term_book_related	zinderend	thrilling	@plot		N					
adjective_term_book_related	zinderend	thrilling			A					
verb_discontinuous_phrase		time (goes|went) (fast|quickly)			Att					
verb_discontinuous_phrase		time (goes|went) (fast|quickly)			A					
adjective_term_book_related		tiresome			Neg					
noun_term_reader_related		tissue			A					
noun_term_book_related		tone			Neu					
other_continuous_phrase		too (much|many|long|late|bad|short|far|hard|often|fast|good|quickly|soon|easy|slow|predictable|simple|naive)			Neg					
noun_term_book_related		topic			R					
adjective_term_book_related	actueel	topical			R					
noun_term_book_related	kwelling	torment			A					
adjective_term_book_related	aangrijpend	touching			A					
adjective_term_book_related	aangrijpend	touching	@plot		N					
adjective_term_book_related		touching	@character		N					
adjective_term_book_related	pittig	tough	@general		A					
noun_term_book_related	tragedie	tragedy			A					
adjective_term_book_related	tragisch	tragic			N					
adjective_term_reader_related		transported			N					
adjective_term_book_related		trite			Neg					
adjective_term_book_related		troublesome			A					
adjective_term_book_related	waarachtig	truthful			A					
noun_term_book_related		turnoff			Neg					
noun_term_book_related		twist			N					
adjective_term_book_related		twisted			A					
other		ugh			A					
adjective_term_book_related	ongeloofwaardig	unbelievable			Neg					
adjective_term_book_related	onduidelijk	unclear			Neg					
adjective_term_book_related	ongemakkelijk	uncomfortable			A					
adjective_term_book_related		underwhelming			Neg					
adjective_term_reader_related		uneasy	@reader		Neg					
adjective_term_book_related	onverwacht	unexpected	@general	y	N					
adjective_term_book_related	onverwacht	unexpected			Sur					
adjective_term_book_related	onvergetelijk	unforgettable			N					
adjective_term_reader_related		unhappy	@reader		Neg					
adjective_term_book_related	uniek	unique			A					
adjective_term_book_related	uniek	unique	@plot		N					
adjective_term_book_related	uniek	unique	@character		N					
adjective_term_book_related	uniek	unique	@style		S					
adverb_term_book_related		uniquely	@style		S					
adjective_term_book_related	onaangenaam	unpleasant			Neg					
adjective_term_book_related		unputdownable			Att		Att?			
adjective_term_book_related		unputdownable			N		Att?			
adjective_term_book_related	onwerkelijk	unreal			Neg					
adjective_term_book_related	onrealistisch	unrealistic			Neg					
adjective_term_book_related		unsettling	@plot		N					
adjective_term_book_related		unsettling	@style		S					
adjective_term_book_related		unsettling			A					
adjective_term_book_related		untidy			Neg					
adjective_term_book_related		unwieldy			Neg					
adjective_term_book_related	opbeurend	uplifting			A					
adjective_term_reader_related	ontredderd	upset	@reader		A					
verb_discontinuous_phrase		use of language			S					
adjective_term_book_related	waardevol	valuable			A					
adjective_term_book_related		valuable	@topic		R					
adjective_term_book_related		varied			A					
noun_term_book_related	breedspakerigheid	verbiage			Neg					
adjective_term_book_related	breedsprakig	verbose			Neg					
noun_term_book_related		verbosity			Neg					
other_continuous_phrase	alleraardigst	very nice			A					
adjective_term_book_related	helder	vivid	@style		S					
adjective_term_book_related	helder	vivid	@character		N					
adjective_term_book_related	levendig	vivid	@plot		N					
noun_term_book_related		vocabulary			Neu					
adjective_term_reader_related	warm	warm			A					
verb_discontinuous_phrase		was not aware	@reader		R					
adjective_term_book_related		wearisome			Neg					
adjective_term_book_related		weird	@character		N					
adjective_term_book_related		weird	@plot		N					
adjective_term_book_related		weird			R					
verb_continuous_phrase	goed gedaan	well done			A					
adjective_term_book_related		whimsical			A					
noun_term_book_related		wit			H					
adjective_term_book_related	geestig	witty			H					
verb_term		wonder	@reader		R					
noun_term_reader_related	verwondering	wonder			A					
adjective_term_book_related		wonderful	@general		A					
adjective_term_book_related		wonderful	@character		N					
adjective_term_book_related		wonderful	@plot		N					
adjective_term_book_related		wonderful	@topic		R					
adjective_term_book_related		wonderful	@style		S					
other		wonderfully	@style		S					
adjective_term_book_related	verwoord	worded			S					
noun_term_book_related	breedspakigheid	wordiness			S					
noun_continuous_phrase	bewoordingen	wording			S					
adjective_term_book_related	breedsprakerig	wordy			Neg					
adjective_term_book_related		worn	@plot		Neg					
noun_continuous_phrase	(moeite) (waard)	worth it			A					
other_continuous_phrase	lezenwaardig	worth reading			A					
noun_continuous_phrase		worth the wait			A					
adjective_term_book_related	waardeloos	worthless	@character	y	Neg					
adjective_term_book_related		worthwhile			A					
adjective_term_book_related	waardig	worthy			A					
other		wow			A					
verb_term	schrijven	write			Neu					
noun_term_book_related		writing			Neu					
noun_term_book_related	schrijfstijl	writing style			Neu					
adjective_term_book_related	geschreven	written			Neu					
adjective_term_book_related	wrang	wry			H					